7,703.635332,折り紙をどうやって保存するか,4
8,846.840068,ドラゴン折り始める,4
9,894.033594,3Dプリンターを使って折り紙をきれいに残せないか,1
10,1082.834386,庭の大きさについて,4
0,1219.778426,8mくらいのホースで試したが水圧が弱くなってしまう,4
1,1246.99265,折り紙のドラゴン,2
2,1381.432086,折り紙のドラゴンの台を作って飾る,1
3,1396.416467,空の風景などを小さいジオラマで創る,1
6,1424.124473,3Dプリンターで人のミニチュアを作る話,2
4,1458.799461,ｎゲージと3Dプリンター,4
5,1522.234783,実際に写真を見せる,4
